Nome: SAO PAULO(MIR.de SANTANA)
Codigo Estacao: 83781
Latitude: -23.49638888
Longitude: -46.61999999
Altitude: 785.16
Situacao: Operante
Data Inicial: 1974-01-01
Data Final: 2024-12-31
Periodicidade da Medicao: Diaria

Data Medicao;EVAPORACAO DO PICHE, DIARIA(mm);INSOLACAO TOTAL, DIARIO(h);PRECIPITACAO TOTAL, DIARIO(mm);TEMPERATURA MAXIMA, DIARIA(°C);TEMPERATURA MEDIA COMPENSADA, DIARIA(°C);TEMPERATURA MINIMA, DIARIA(°C);UMIDADE RELATIVA DO AR, MEDIA DIARIA(%);UMIDADE RELATIVA DO AR, MINIMA DIARIA(%);VENTO, VELOCIDADE MEDIA DIARIA(m/s);
1999-12-07;3,2;2,3;28,9;25,3;20,4;16,7;83,5;75;3;
1999-12-08;2,2;4,2;,4;29,3;22,1;19;85,3;79;2,7;
1999-12-09;2,5;,3;9,5;24,7;21,3;19,3;82,3;72;1,8;
1999-12-10;2,1;,3;,1;23,1;20,1;18,6;84;77;3,4;
1999-12-11;2,4;0;,1;22,1;19,6;18,1;85,3;79;3,1;
1999-12-12;1,7;,4;,2;23,1;19,5;17,8;88,8;78;3,7;
1999-12-13;2,3;0;1,1;22,9;19,5;17,7;86,8;78;3,1;
1999-12-14;2;1,9;16,3;24,5;21,7;17,7;81,3;68;4,7;
1999-12-15;3,6;11,7;2,2;27,9;24;20,1;57,5;44;5,9;
1999-12-16;11,2;11,8;0;28,7;23,2;20,3;39,8;27;4,1;
1999-12-17;12,2;12;0;28,8;22;18,4;64,8;46;3,2;
1999-12-18;6;11,4;0;28,2;21,4;17;68,5;51;3,4;
1999-12-19;4;7,8;0;31,1;24,2;17,3;48,8;39;1,2;
1999-12-20;9;11,9;0;31,1;23,7;19,4;60;36;2,9;
1999-12-21;6;11,5;0;30,7;23,1;18,4;67;54;3,2;
1999-12-22;5;8,7;0;32,5;23,6;18,8;64,5;37;3,9;
1999-12-23;9;2,6;5,3;24;20,5;18,9;74;66;3,8;
1999-12-24;,2;4;,2;25,3;20,5;17,2;80;67;4,6;
1999-12-25;3;6,2;1,3;27,3;21,6;17,9;76,5;63;3,5;
1999-12-26;3,5;5,2;,1;30,1;23,4;19,3;73,3;55;2,3;
1999-12-27;4,5;4,7;,2;29,2;23,7;19,7;79;63;2,1;
1999-12-28;3,5;8;2,1;30,2;23,4;19,1;68,5;46;3,2;
1999-12-29;4,5;8,5;0;30,1;23,4;18,7;67;49;3;
1999-12-30;3,8;10,6;0;32,1;24,6;18,5;64,5;34;2,4;
1999-12-31;7;5,4;0;31,3;24,8;20,7;71,3;47;3,8;
2000-01-01;3,8;,1;16,8;24,7;21,4;19,7;93,5;88;1,6;
2000-01-02;,9;0;49,8;20,8;18,8;17,6;94,5;93;2,6;
2000-01-03;,6;,3;14,8;23,7;19,5;17,3;89,8;74;1,5;
2000-01-04;12;,1;60,8;22,7;20,8;18;84,3;83;3,1;
2000-01-05;1,2;0;6,3;22,2;21,2;19,6;88,5;83;1,6;
2000-01-06;1,5;2,7;7,2;26,9;22,4;20,2;89;85;2,1;
2000-01-07;2,8;5,8;17,6;28,8;22,7;18,8;86,5;79;3,1;
2000-01-08;1,7;7,1;6,9;30;22,7;19;74,8;43;2,4;
2000-01-09;2,6;6,9;12,6;29,9;24;20,1;73,8;55;2,6;
2000-01-10;3,4;10,1;11;32,1;24,4;19,7;62,8;44;2,5;
2000-01-11;5,1;9,8;0;31,4;26;20,1;56;43;4;
2000-01-12;8,2;7,1;0;30,7;24,4;21,5;74,5;48;3,9;
2000-01-13;4,7;8,7;5,6;31,4;24,9;20,7;66,8;49;3,3;
2000-01-14;6,8;8,8;0;31,3;25,6;22,4;65;42;3,2;
2000-01-15;7,2;6,3;,6;30,7;24,8;21,3;71,8;50;3,1;
2000-01-16;5,6;3,8;,3;29,7;24,5;20,5;80,8;75;3,6;
2000-01-17;1,8;7,6;16;31,5;25,5;20,5;68,5;49;2,9;
2000-01-18;4,9;8;5,8;31,2;25,5;22;71,8;59;2,6;
2000-01-19;4,5;,4;7,4;24,7;21,4;19,7;90,8;77;2,7;
2000-01-20;2;6;9,2;25,9;21;18,3;75,3;65;1,9;
2000-01-21;3,6;6,4;0;27,7;22;17,8;73,8;52;1,3;
2000-01-22;3,8;10,8;0;30,1;23,9;18,9;61,8;38;2,5;
2000-01-23;5,2;11,4;0;30,1;22,7;18;63;41;2,1;
2000-01-24;5,5;4,3;0;29;22,9;18,4;72,8;61;4,3;
2000-01-25;3,9;8,2;0;31,5;24,9;20,8;74,8;46;1,2;
2000-01-26;6,1;0;39,4;24,9;20;17,9;91,5;82;2,8;
2000-01-27;1,4;2,2;40,2;23,3;19,2;17,1;80,5;69;3,4;
2000-01-28;2,5;9,6;0;23,6;18,5;15;63,5;53;1,7;
2000-01-29;4,4;2,4;0;23,8;19;15,3;74;61;3,4;
2000-01-30;3,1;5,5;0;28,1;21,3;16,7;74;57;2,8;
2000-01-31;3,5;2,7;0;29,1;23,1;19;78,5;56;4;
2000-02-01;3,5;3,6;16,5;25,7;22,8;20,4;87,8;81;2,3;
2000-02-02;3;8,6;3,6;28,5;23;19,9;74,8;45;3,6;
2000-02-03;5,5;6,3;0;28,8;24,6;20,2;72,5;51;4,5;
2000-02-04;7,1;2,9;0;28,4;23,8;21,5;84,5;67;5,2;
2000-02-05;3,1;4,1;52,7;27,5;22,4;20;82,3;62;2,6;
2000-02-06;1,8;3,8;5;26,4;21,6;19,5;79,5;64;4,1;
2000-02-07;4;2,3;0;24,1;20,6;17,7;81,3;74;4;
2000-02-08;2,5;,4;0;24,7;20,9;18,5;80,8;75;4,2;
2000-02-09;2,5;2,8;0;26,3;22,3;19,7;86;81;2,6;
2000-02-10;2;,3;18,3;25,3;21,8;19,7;87,5;83;3;
2000-02-11;1,4;,1;16,8;24,3;21,6;20,1;86,5;81;3,4;
2000-02-12;1,6;,5;8,7;25,3;21,6;19,3;90,3;83;3,6;
2000-02-13;1;0;11,6;22,3;20,9;19,9;94;93;2,5;
2000-02-14;1;5,4;19,5;29,7;23,5;19,3;75;49;2,4;
2000-02-15;4,2;7,4;0;30,9;24,9;20,3;65,3;49;2,7;
2000-02-16;5,8;,1;0;24,9;20,7;18,5;87;76;3,9;
2000-02-17;1,8;0;36,3;20;17,5;16,2;92,5;91;3,1;
2000-02-18;1,2;2;10,1;21,3;18,2;15,3;73;68;4,2;
2000-02-19;3,6;5;0;23,6;19,2;15,4;77,8;69;4,4;
2000-02-20;3;5,1;0;26,2;20,3;17;75,5;63;3,4;
2000-02-21;3,8;10,4;0;29,7;22,2;17,4;69,5;37;3,8;
2000-02-22;4,6;8,7;0;31,1;23,8;19,2;70;40;3,2;
2000-02-23;4,1;7,1;36,4;30,2;23,8;19,4;73,5;50;2,6;
2000-02-24;4;6,7;2,2;30,1;24,4;20,4;72,3;56;2,2;
2000-02-25;3,8;8,4;1;29,5;23,5;19,7;71,3;61;3,9;
2000-02-26;4,2;7,6;0;30,2;23,8;20,2;74,5;62;3,5;
2000-02-27;3,8;5,5;0;30,7;24,4;21;81,3;74;2,2;
2000-02-28;3,5;7,3;1,7;31;24,1;20,2;73,8;51;2,5;
2000-02-29;3,5;6,1;6,2;29,5;23,5;20,4;75,8;61;2;
2000-03-01;2,5;7,3;2,8;29,3;23,6;20;73,8;50;2,5;
2000-03-02;3,5;9,2;9,7;29,9;23,6;19,7;71,8;52;3,4;
2000-03-03;4;6,8;0;29,1;23;19,2;76,8;49;2,4;
2000-03-04;3;9,6;4,2;31,7;24,9;19,1;63,8;45;2,1;
2000-03-05;5;10,3;,2;31,8;25,3;20,7;65,5;46;2;
2000-03-06;5;9,4;0;31,4;26,3;21,7;60,5;48;,9;
2000-03-07;5;,1;,5;26,6;21,2;18,7;87,5;62;1,7;
2000-03-08;2;,8;20,6;21,1;17,9;16,4;81,3;76;3;
2000-03-09;2,1;6,7;0;24,7;19,1;14,7;70,3;58;4,9;
2000-03-10;3,8;4,1;0;25,7;20,1;16,4;74,8;66;3,4;
2000-03-11;2,4;0;0;22,3;19,5;17,5;84,3;80;3,4;
2000-03-12;1,9;,9;0;22,7;19;17,3;75,5;63;4,3;
2000-03-13;2,8;8;0;25;19,3;14,7;68,8;58;4,1;
2000-03-14;3,8;7,4;0;26,9;20,1;15,4;69,5;43;4,1;
2000-03-15;3,5;1,6;0;25,9;20,7;17,4;81;68;2,5;
2000-03-16;3,3;3,5;0;28,3;22,6;19,4;83,8;74;2,4;
2000-03-17;1,7;5;15,9;29,1;23,3;20;83;56;1,2;
2000-03-18;2,8;3,3;5,8;28,1;22,3;19,5;86,3;80;2,7;
2000-03-19;2,2;1,9;16,8;23;19,8;18,4;78,8;78;4,9;
2000-03-20;2,5;0;0;20,9;19,4;17,2;84,5;74;4,1;
2000-03-21;1,5;1,4;,7;25,7;21;18,2;84;67;3,1;
2000-03-22;2;,1;4;24,1;20,6;19;87,8;80;3;
2000-03-23;1,5;,5;1,6;26,4;22,1;19;83;65;2,2;
2000-03-24;1;7,4;0;30,6;23,7;19;72;48;4,5;
2000-03-25;7;5,8;0;25,6;21,6;19,5;76,5;63;3,9;
2000-03-26;3;2,9;0;25,9;21,3;18,8;83,3;72;2,6;
2000-03-27;3;1,3;2,9;27,9;23,1;18,9;72,8;64;3,4;
2000-03-28;4;1,3;0;25,1;21,7;19,5;80,3;65;2,5;
2000-03-29;2,5;0;8,1;20,5;19,3;18,3;91,5;90;1,9;
2000-03-30;,7;1,1;3,9;23,5;20,2;17,8;85,5;73;2,9;
2000-03-31;1,8;7,5;2,4;29,1;22,1;18,4;76,3;50;2,1;
2000-04-01;2,8;4,4;4;27,3;21,3;18,3;79,3;55;2,3;
2000-04-02;2,7;,6;,1;22;19,1;17,9;80;76;4,8;
2000-04-03;3;0;,8;20,1;16,9;14,7;83,8;67;3,7;
2000-04-04;2,2;7,9;,1;24,3;19;15,7;70,8;56;4,1;
2000-04-05;5,3;8,7;0;25,3;19,7;15,7;75,3;53;3,2;
2000-04-06;4,5;7,6;0;26,3;20,8;16,7;71;51;3,8;
2000-04-07;4;8,8;0;28,3;22,1;18,2;70,3;41;3;
2000-04-08;4;6;0;29,2;22,3;18,4;75,3;41;2,3;
2000-04-09;3;6,8;0;29,2;21,7;17,7;74,3;45;2,4;
2000-04-10;3,5;7,9;0;29,5;22,9;18,6;69,3;41;3,5;
2000-04-11;4,5;10,1;0;28,9;23,3;18,3;60;34;2,4;
2000-04-12;6,5;10,3;0;29,2;23;16,9;46,3;28;2,6;
2000-04-13;8,4;9,7;0;29,5;24,2;18,1;52,8;36;2,5;
2000-04-14;7,1;8;0;29,2;22,2;19,5;75,5;52;2;
2000-04-15;4;6,2;,8;26,3;21,3;18,7;69;50;2,8;
2000-04-16;3,1;9,5;0;25,2;19,4;16,3;70;53;3,3;
2000-04-17;4;4,9;0;25,3;20;16,4;76,8;59;2,2;
2000-04-18;3,5;2,3;0;26,8;22,3;18,2;72,3;57;2,7;
2000-04-19;5,1;2,2;0;25,8;22,5;19,7;79,5;60;2,8;
2000-04-20;4,5;10;,5;25,7;20,4;17,7;57,8;32;4,4;
2000-04-21;10,5;10,4;0;23,6;17,9;14,7;66,5;37;3,4;
2000-04-22;5,5;6,3;0;21,5;17,7;14,7;73;58;3;
2000-04-23;3,5;8,2;0;23,8;18,2;15,4;71,8;46;2,5;
2000-04-24;3;7,7;0;26,5;18,9;14;68,5;38;2;
2000-04-25;3,7;10,3;0;25,8;18,4;14;66,5;19;3,1;
2000-04-26;4,8;7,8;0;25,3;18,2;12,5;59,8;26;1,9;
2000-04-27;4,3;10;0;26,1;19,4;13,7;66,3;35;2,9;
2000-04-28;4,2;10,1;0;27,3;20;14,7;68,5;39;1,5;
2000-04-29;4;9,4;0;27,7;20,3;15,1;67,3;33;2,1;
2000-04-30;4,7;10,1;0;28,7;21,7;16,3;63;34;2,4;
2000-05-01;4,7;,6;0;29,1;22,9;17,7;64,5;45;2,1;
2000-05-02;4,8;9,5;0;29,5;23,6;19,7;63,5;44;2,4;
2000-05-03;5;8,1;1,5;28,8;22,6;18,5;75,5;67;3,2;
2000-05-04;3,3;7,7;0;29,2;22,6;16,2;63,5;44;2;
2000-05-05;4,5;9,8;0;28,9;24;18,9;53;43;2;
2000-05-06;8;4,3;0;25,9;22,1;19,7;77,3;55;3,9;
2000-05-07;4,5;3,7;4,4;22,4;17,8;15,9;72;52;1,8;
2000-05-08;2,5;3,5;0;22,8;18,1;14,5;78,5;67;2,9;
2000-05-09;3,5;4,7;1;19,8;17;15,3;74,8;70;3,3;
2000-05-10;2,8;7,8;0;20,7;16,1;11,8;70,3;50;2;
2000-05-11;3,4;6,6;0;19,2;15,1;12,1;70,8;53;3,8;
2000-05-12;3,9;7,1;0;20,9;15,8;11,9;72,8;44;3,2;
2000-05-13;3,5;7,2;0;21,8;16,1;12,4;72,5;45;2,5;
2000-05-14;6;5,7;0;23,3;16,7;12,5;81,5;55;2,1;
2000-05-15;2,2;8,9;0;25,1;18,7;12,9;73;48;1;
2000-05-16;4,3;3,8;0;25,4;20,7;15,2;75,8;45;3,2;
2000-05-17;7,5;6,1;0;23,9;20,6;17,9;52,5;62;4,6;
2000-05-18;10;9,8;0;20,4;15,4;12,3;69,5;39;2,2;
2000-05-19;6,5;4,1;1,8;20;15,3;12,3;75,8;57;2,4;
2000-05-20;2,2;2,6;,6;19;15,1;13,1;73,3;58;3,1;
2000-05-21;3;3,4;0;18,6;14,9;12,7;75;59;3,6;
2000-05-22;2,8;8,5;0;21,1;15,6;11,5;74,8;49;2,6;
2000-05-23;3;5,7;0;21,9;15,9;12,6;76,5;57;2,6;
2000-05-24;2;6,2;0;21,5;16,2;12,7;77,5;53;2,7;
2000-05-25;2,8;8,3;0;24,8;18,2;12;53,8;41;3,4;
2000-05-26;5,7;7,4;0;25,6;19,7;14,3;53,3;38;2,9;
2000-05-27;9;0;0;19,5;16,4;14,7;77,8;61;1,2;
2000-05-28;2;9,9;0;21,7;15,3;11,9;60;25;2,4;
2000-05-29;5;9,7;0;19,2;13,4;8,7;69,8;58;2,3;
2000-05-30;3,5;6,2;0;23,2;15,8;8,3;50,8;22;3;
2000-05-31;10,5;7,8;0;22,5;16,8;11,9;65;42;3,9;
2000-06-01;6;0;,2;17;14,5;13;80,8;74;1,9;
2000-06-02;1,5;6,8;0;20,4;15,6;12,4;72,5;50;2,8;
2000-06-03;3,5;5,2;0;20,5;16,1;12,7;73,8;61;4,4;
2000-06-04;6;6,2;0;21;16,6;14,5;82,5;64;3,6;
2000-06-05;3;6;0;22,5;17,1;12,8;76;60;2,4;
2000-06-06;2,5;9,2;0;24,7;18,2;12,5;63;45;1,9;
2000-06-07;3,7;9,5;0;25,3;18,6;12,9;56,8;40;1,7;
2000-06-08;5,3;9,3;0;25,7;20,1;14,7;54;44;2,6;
2000-06-09;6;4,8;0;25,1;18,8;14,7;69,8;47;2,3;
2000-06-10;3,5;4,1;0;23,7;18,4;15,7;76,5;53;1,9;
2000-06-11;2,6;4,1;0;24,7;19;14,5;61;40;1,6;
2000-06-12;5,3;3,2;0;25,5;19,8;15,3;63,8;49;1,1;
2000-06-13;3,7;5,8;0;24,5;18,6;13,9;69,3;40;2,5;
2000-06-14;3,2;7,6;0;25,7;18,5;13,2;71,5;40;1,8;
2000-06-15;4,3;7,1;0;28,1;19,1;13,2;71;40;2,3;
2000-06-16;3,9;7,5;0;26,8;19,7;13,7;64,8;44;1,7;
2000-06-17;4,6;4,9;0;27,3;19,4;14,7;78,3;63;2,6;
2000-06-18;3,2;3,8;0;23,8;18,3;15,1;78,5;56;1,6;
2000-06-19;2,4;1,7;0;25,7;19,9;14,4;61,8;42;2,6;
2000-06-20;5,3;2,2;0;25,4;19,3;16,9;76;50;1,5;
2000-06-21;2,6;1,2;11,4;18,6;14,2;12,2;84;73;2,8;
2000-06-22;1,5;8;,6;18,9;11,3;6,2;62,3;27;1,9;
2000-06-23;4,5;7;0;22,8;14,4;6,7;55,5;34;1,8;
2000-06-24;5;8;0;26,5;19,3;9,8;44;29;4,2;
2000-06-25;7,8;6;0;27,7;20,9;16,1;52,3;37;4,1;
2000-06-26;6,6;5,7;0;27,5;21,1;16,7;70,5;57;1,8;
2000-06-27;4,8;4,8;0;25,5;19,2;16,7;71,8;48;3;
2000-06-28;3,5;7,8;0;27,6;20,9;15,9;54,8;38;3,8;
2000-06-29;8,5;2,9;0;27;22;17,2;38,5;28;3,9;
2000-06-30;10,5;2,4;0;22,8;17,7;15,7;70;42;4,6;
2000-07-01;4;7,7;0;22,3;16,6;12,4;71,3;52;1,6;
2000-07-02;2,6;9;0;27,8;19,6;11,6;51,8;33;3,2;
2000-07-03;4,9;0;0;22,3;16,7;14,4;79,5;51;4,2;
2000-07-04;2;,2;0;17,8;14,6;12,1;83,3;72;8,2;
2000-07-05;1,7;4,7;0;22,3;16,7;13,3;78,8;53;3;
2000-07-06;2,8;8,8;0;25,3;18,6;14,2;59,8;34;1,9;
2000-07-07;4,5;8,8;0;25,7;19,9;13,3;50,8;37;1,7;
2000-07-08;5;9,6;0;27,1;19,7;13,8;54,8;38;3;
2000-07-09;5,5;9,5;0;28;20,8;15;53,5;35;2,7;
2000-07-10;8;9,7;0;27,5;21,5;15,7;48;36;4;
2000-07-11;8;0;0;26,5;23,1;20,3;48,3;41;3,4;
2000-07-12;7,5;,6;0;23,5;16,6;13,8;76;51;3,4;
2000-07-13;3;3,3;0;16,8;12,4;10,3;80;64;2,1;
2000-07-14;2,5;0;0;12,7;10,9;9;84;76;4,1;
2000-07-15;1;1,8;0;20,3;14,5;9,5;88;85;2,8;
2000-07-16;2,5;8;37,5;16,4;12,2;10,1;49;34;3,4;
2000-07-17;7,4;9,8;0;16,3;9,2;4,4;52,3;27;,7;
2000-07-18;3,6;5,8;0;18,3;10,9;4,1;48,8;33;1,5;
2000-07-19;5,5;,5;0;18,7;11,8;4,3;55;42;1,5;
2000-07-20;6;8,9;0;17,3;11,3;8,2;51,8;28;,3;
2000-07-21;5,5;7,3;0;23,6;15,3;4,5;66,3;36;1,3;
2000-07-22;3,5;2;0;26,7;18,6;12,5;64,5;44;2,7;
2000-07-23;3,8;0;20,6;20,1;13;9,7;88,3;67;1,5;
2000-07-24;1;6;7,5;15,1;10,9;8,7;76,5;62;1,6;
2000-07-25;2,2;5,1;0;17,9;12,5;9,7;81,3;65;2,1;
2000-07-26;1,4;0;0;15,3;12,3;9,7;85,8;83;,3;
2000-07-27;1,1;3,5;0;18,1;13,8;11,3;78,3;65;2,4;
2000-07-28;2,3;9;0;21,5;14,6;10,9;72,5;40;2,4;
2000-07-29;3;7,4;0;22,9;15,4;9,7;71,5;45;1,1;
2000-07-30;2,7;9,8;0;26,1;16;10,1;66,3;22;,9;
2000-07-31;3,5;8,5;0;25,3;16;12,1;64;30;1,5;
2000-08-01;3,5;5;0;23,5;15,9;12,4;76,3;49;1,6;
2000-08-02;2,2;6,6;0;26,7;19,2;13,3;61,8;39;2,1;
2000-08-03;4,8;1,3;0;21;16,8;14,2;81,5;60;1,3;
2000-08-04;1,5;0;,4;15,3;11,2;9,1;80;82;3,9;
2000-08-05;2;8,7;0;18,5;12;7,4;72,3;47;3;
2000-08-06;4;6,7;0;23,8;16,1;10,1;63,5;45;2;
2000-08-07;3,3;6,1;3;26,1;18,8;12,9;67,5;44;1,9;
2000-08-08;4,1;9,8;,6;28;20,5;14,1;54;32;1,8;
2000-08-09;6,8;8,7;0;29,5;22,8;15,4;37;19;2,4;
2000-08-10;7,7;0;1;29;16,6;12,7;87,8;33;1,6;
2000-08-11;1,1;0;2,3;13,7;10,5;8,6;83,3;80;3,4;
2000-08-12;1,8;2,7;0;12;9,3;6,1;79,3;65;3,7;
2000-08-13;1,6;9,3;0;18;11,7;6,7;76,8;66;4,3;
2000-08-14;3;7,8;0;24,1;15,8;8,8;62;37;3,2;
2000-08-15;4,3;8,6;0;28,5;17,5;10,4;65,8;32;3,7;
2000-08-16;6;0;11,8;17,1;13,3;11;92,5;82;4,4;
2000-08-17;1;2;0;22;16,3;11,4;86,8;79;3,5;
2000-08-18;2,3;3,6;2,1;21,5;16,1;13,4;83,8;81;2,9;
2000-08-19;2,4;9,4;0;22,5;16,1;12,9;76;60;2,2;
2000-08-20;2,1;6,9;0;26,5;19,2;13,1;64,8;43;1,9;
2000-08-21;4,6;9,9;0;29;21,6;14,3;38,3;29;1,3;
2000-08-22;6,4;10;0;28,7;21,4;14,7;39,5;24;1,7;
2000-08-23;5,2;8,6;0;28,6;21,5;15,1;41,3;28;1,7;
2000-08-24;9;9,6;0;30;21;14,8;49,3;25;1,7;
2000-08-25;6,6;10,2;0;31,9;24;15,7;36,8;22;3,5;
2000-08-26;12,1;8,6;0;32,1;22,8;17,3;49,5;23;4,7;
2000-08-27;10,8;0;0;24,8;18,1;14,3;83;69;3,9;
2000-08-28;1,7;0;45,9;17,5;15,1;12,9;83,8;83;1,6;
2000-08-29;2,3;,8;19,2;18,5;15,1;12,3;78,8;63;1,3;
2000-08-30;1,8;6,9;0;22,9;15,9;11,4;75,8;49;3,7;
2000-08-31;2,8;0;0;20,3;17,3;13,5;91,8;80;1,8;
2000-09-01;1,5;1,7;,6;23,5;16,6;12,7;92;84;1,8;
2000-09-02;1,9;0;39,4;14,5;13,3;12,1;93,8;92;2,4;
2000-09-03;,3;0;11,2;13,8;12,3;11,2;92,8;90;2;
2000-09-04;1,2;,1;1,1;16,1;12,6;10,7;84,8;76;4,1;
2000-09-05;1,7;6;0;20,9;14,7;11,5;80,3;65;4;
2000-09-06;1,7;,6;0;19,7;15,3;12,9;79,3;74;4,2;
2000-09-07;3;5;0;22,3;16,4;13,7;75,5;55;3,3;
2000-09-08;2,5;4;0;23,7;18;13,3;69,3;46;2,3;
2000-09-09;4;5,6;0;25,9;19,9;15,2;61,3;51;3,6;
2000-09-10;4,5;9,8;0;28,9;22,1;14,9;58,8;41;2,5;
2000-09-11;6,5;9,8;0;30,3;23,8;18,2;58,5;40;3,7;
2000-09-12;6,8;0;,3;23,9;19,7;17,2;79,5;65;2,7;
2000-09-13;3;1,6;32,6;26,3;20,7;16,6;79,8;60;1,6;
2000-09-14;2,5;4,4;12,1;28,9;22,4;17,3;71,8;47;2,2;
2000-09-15;5;4,7;0;29,1;21,9;18,5;75;47;3,1;
2000-09-16;4;0;4;19,3;16,3;14,6;86,5;86;2,7;
2000-09-17;1,5;0;,1;17,9;15,6;14,2;90,5;85;3,3;
2000-09-18;,7;6,1;6,7;25,7;18,5;14,7;83,8;62;6,3;
2000-09-19;2,8;6,3;0;25,8;21,3;16,4;77;70;1,2;
2000-09-20;2,4;8,2;0;30;22,9;16,9;62;43;1,5;
2000-09-21;5,1;8,5;0;31,1;24,9;19,1;50,3;40;2,6;
2000-09-22;8,4;,1;0;25,3;18,5;15,7;83;51;4,1;
2000-09-23;2,1;7,5;0;30,1;20,6;14,7;73,5;49;2,8;
2000-09-24;4,5;9,5;0;31,9;21,7;16,3;56;25;5,4;
2000-09-25;7,6;0;3;17,5;12,9;10,8;82,5;75;3,6;
2000-09-26;1,7;0;0;13,1;11,4;9,5;79;74;5,6;
2000-09-27;3,2;5,7;0;21,1;15,7;10,5;68,8;56;4;
2000-09-28;4,5;7,5;0;25,9;17,7;13,4;71,8;47;2,2;
2000-09-29;3,7;10;0;27,3;19;14,7;72,3;58;3,8;
2000-09-30;3,3;7,8;0;26,5;17,8;14,1;74,3;42;2,4;
2000-10-01;4;10,6;0;28,5;19,6;12,7;56,5;52;2,5;
2000-10-02;6,6;10,9;0;30,1;22,6;14,3;44,5;28;2,2;
2000-10-03;7,9;10,8;0;31,8;25,6;18;44,5;27;2,6;
2000-10-04;11,5;5,7;0;32,1;22,7;18,7;71,8;44;2;
2000-10-05;6,5;3,5;25,8;26,3;20,6;18,1;80,8;59;2,2;
2000-10-06;3;1;1,1;23,5;18;16,2;88,3;76;2,9;
2000-10-07;2,2;9,8;0;26,1;19;14,7;78;69;3,8;
2000-10-08;3,8;6,7;0;25,9;19;15,7;76,8;58;4,4;
2000-10-09;3,6;5;0;27,1;21,9;16,1;73;61;3;
2000-10-10;3,4;1,9;0;27,3;22,8;18,1;67,3;60;4,5;
2000-10-11;3,5;5,8;5;28,9;22,5;17,7;73,8;51;2,5;
2000-10-12;3,5;7,4;0;32,7;26,4;19,1;43,5;28;4,3;
2000-10-13;9,4;7,8;0;31,9;23,2;18,9;65,8;44;4,2;
2000-10-14;5,1;3,3;0;27,8;21,4;18,5;77,8;74;4,3;
2000-10-15;3,8;4,5;0;25,8;20,7;18,3;78;70;4,1;
2000-10-16;3,1;8,9;0;30,3;23;19;73,8;47;3,1;
2000-10-17;4,1;9,6;0;33,3;24,3;19,2;62,3;34;2;
2000-10-18;6,8;10,7;1;33,7;25,5;20,2;55,3;31;2,1;
2000-10-19;6,7;8,1;0;31,6;23,6;20;75;58;2,3;
2000-10-20;3,7;6,8;2,2;31,9;24,4;20,1;60;43;3,1;
2000-10-21;8;2,5;0;25,4;20,5;18,5;82,5;60;2,4;
2000-10-22;2,5;10,4;0;30,1;22,4;17,7;74,5;58;3;
2000-10-23;4;10,7;0;34,9;25,9;19;60,3;28;2,2;
2000-10-24;10,6;6,4;,9;31,5;23,5;19,7;72,5;44;2;
2000-10-25;5;,1;14,7;23,1;20,5;19;86,5;78;2,4;
2000-10-26;1,5;7;2,7;30,3;22,5;18,4;77;61;2,1;
2000-10-27;3,1;4;4,8;29,4;24,3;18,7;63,8;52;3;
2000-10-28;1,4;0;0;23,9;18,9;16,9;81,3;70;4,8;
2000-10-29;7,2;0;,8;23,6;17,4;15,1;79;74;5,8;
2000-10-30;2,8;8,5;0;27,3;19,4;14,3;69,5;55;4,1;
2000-10-31;4,4;6;0;26,9;20,5;17,5;67,5;39;2,9;
2000-11-01;5,1;8;0;27,9;21,1;16,9;70,3;56;,4;
2000-11-02;4,7;10,2;0;31,2;24,2;17,7;58,8;30;2,6;
2000-11-03;7,6;1,8;0;27,9;21,9;18,9;79,3;70;3,1;
2000-11-04;3,2;4,3;0;28,5;21,5;18,6;73;54;3,9;
2000-11-05;3,7;2,2;0;28,1;22,3;18,9;75,3;72;3,5;
2000-11-06;5;4,5;0;27,3;22;19,3;78;71;4,8;
2000-11-07;4,9;,4;0;23,2;19,7;18,1;75,8;70;5,5;
2000-11-08;4;10,5;0;27;19,7;15,7;67;55;4,9;
2000-11-09;4,5;9,2;0;29,1;20,8;15,7;67,8;44;2,3;
2000-11-10;5;3,6;0;28,1;22;18,1;70,3;59;2,4;
2000-11-11;4,1;6,9;0;27,5;21,7;18,1;71,5;63;4,1;
2000-11-12;4;4,3;0;29,3;24,4;18,5;63;51;2,7;
2000-11-13;6;2,7;3,1;27,7;23,3;19,7;73,8;60;4;
2000-11-14;4,5;0;31,6;22,5;17,8;15,9;91,3;85;2,7;
2000-11-15;1,5;4,3;4,5;22,7;17,9;15,2;75,8;64;4,7;
2000-11-16;3;3,5;0;24,6;19,2;16,1;74,8;64;5;
2000-11-17;2,9;3;0;25,3;20;17,2;78,3;65;3,7;
2000-11-18;2,6;0;39;19,5;17;15,5;93,5;84;2,9;
2000-11-19;1;3,4;19,4;25,2;21,1;15,8;69;60;3,4;
2000-11-20;5;9,3;0;30,5;23,6;19,2;57,5;32;3,2;
2000-11-21;6,2;4,9;0;28,1;21,3;18,2;86,3;66;1,6;
2000-11-22;2,5;7,3;25,9;29,1;22;18,2;73,3;50;2,2;
2000-11-23;3,8;5,7;0;26,9;22,6;18,3;74,8;64;3;
2000-11-24;4;7;0;30,1;24;20;67,3;49;3,4;
2000-11-25;4,8;0;17,2;25,3;20,8;18,7;84,3;73;3,5;
