Nome: SAO PAULO(MIR.de SANTANA)
Codigo Estacao: 83781
Latitude: -23.49638888
Longitude: -46.61999999
Altitude: 785.16
Situacao: Operante
Data Inicial: 1974-01-01
Data Final: 2024-12-31
Periodicidade da Medicao: Diaria

Data Medicao;EVAPORACAO DO PICHE, DIARIA(mm);INSOLACAO TOTAL, DIARIO(h);PRECIPITACAO TOTAL, DIARIO(mm);TEMPERATURA MAXIMA, DIARIA(°C);TEMPERATURA MEDIA COMPENSADA, DIARIA(°C);TEMPERATURA MINIMA, DIARIA(°C);UMIDADE RELATIVA DO AR, MEDIA DIARIA(%);UMIDADE RELATIVA DO AR, MINIMA DIARIA(%);VENTO, VELOCIDADE MEDIA DIARIA(m/s);
2010-11-16;3,3;0;13,8;19,1;18;16,6;94,5;80;,7;
2010-11-17;,4;5,5;11,8;27,2;20;16,7;80,8;57;1;
2010-11-18;4;9,8;8,6;27;20,8;16,7;56,5;31;3;
2010-11-19;7,2;12,2;0;30,7;22,7;15,5;52,5;29;1,3;
2010-11-20;9;4,7;0;31,1;24,1;18,1;63,5;59;1;
2010-11-21;6,5;5,5;0;32,1;24,5;19,9;62,5;44;1;
2010-11-22;6,5;2,2;0;27,3;22,5;19,5;76,5;58;,7;
2010-11-23;3;0;11,8;23,9;20,6;18,9;88,3;81;1,3;
2010-11-24;2;5,2;1,2;29,7;21,8;18,2;79;62;2;
2010-11-25;2,6;5,9;0;31,1;21,6;15,7;78,3;46;1,3;
2010-11-26;2,3;2,7;22,6;28,1;20,8;15,6;78;64;1;
2010-11-27;3,6;11;0;28,8;22,1;17,6;71,8;58;1,3;
2010-11-28;4,1;10,1;0;32,5;23,8;17,6;57,5;26;1;
2010-11-29;6,8;5,3;0;31,6;24;19,8;68,8;52;2,3;
2010-11-30;5,9;1,9;1,8;29,3;23;19,2;82,5;68;2;
2010-12-01;2,7;4,3;24;29;22,6;18,7;79,3;65;2;
2010-12-02;2,8;5,6;0;29,6;24,1;20,5;79;57;1;
2010-12-03;4,2;7,8;4,9;31,2;24,3;21,3;77,8;56;2;
2010-12-04;3,7;6,2;4,2;30,2;23,6;20,6;83,3;67;1;
2010-12-05;3,3;6,6;0;31,3;24,2;20,2;83,5;64;1;
2010-12-06;2,2;2,1;40,6;26,7;21,9;19,9;86;71;1;
2010-12-07;2,4;3,9;1;28,9;23,7;20,1;80,8;74;1,3;
2010-12-08;2,9;5,3;0;31;26,1;21,6;61;44;2,3;
2010-12-09;5,9;7,3;6,2;27;21,9;19,6;75,5;63;2,7;
2010-12-10;3,7;8,3;0;29,8;22,4;18,4;68,3;30;1,8;
2010-12-11;4,1;7,2;0;32,3;24,6;19;76;57;1,8;
2010-12-12;2,8;9,3;23,8;32,5;26,7;19,1;64;49;3,2;
2010-12-13;2,3;1,6;23,2;28,9;22,4;19,1;83,8;72;2,7;
2010-12-14;4,2;0;47;21,3;18,2;16,7;92;89;3;
2010-12-15;,9;0;33,6;20,9;18,8;16,3;91,5;90;3,8;
2010-12-16;,5;1,2;4,2;27,2;21,2;17,7;90;71;0;
2010-12-17;,7;1,6;26,6;29,2;23,1;19,7;70,5;50;2,1;
2010-12-18;4,7;0;0;24,5;22,4;20,5;84,8;74;2,5;
2010-12-19;1,8;7,2;3,8;30,1;24,1;20,1;72,8;56;2,1;
2010-12-20;9,3;10;0;31,9;25,1;20,8;73;50;2,4;
2010-12-21;3,5;6,1;2,6;32,4;25,7;21,7;81,8;70;2,3;
2010-12-22;3,1;2,3;17,3;28,9;24,3;21,4;77,8;61;2,8;
2010-12-23;2,9;,7;19;26,2;21,8;18;84,3;79;2,4;
2010-12-24;3,1;5,9;6,2;28;22,8;19,5;74,3;65;3;
2010-12-25;3,7;10,1;0;30,1;24,4;19,6;70,5;56;3,2;
2010-12-26;4,2;5,3;0;29,1;23,6;20;84;66;1,6;
2010-12-27;1,5;,6;54,9;25,3;21,4;19,7;84;72;2,9;
2010-12-28;2,2;4;0;26,7;21,3;17,1;71,3;64;2,1;
2010-12-29;3,3;10,3;0;27,8;21,2;15,8;69,5;55;3,4;
2010-12-30;3,8;2,6;0;25,1;20,7;18,6;73,3;65;3,3;
2010-12-31;3,7;5,5;0;25,9;21,7;17;70,3;57;3,3;
2011-01-01;3,6;0;0;26,2;21,5;19,2;81,3;75;2,4;
2011-01-02;1,9;0;32,2;21,3;20;18,9;96;87;1,2;
2011-01-03;,2;0;61,7;21,9;20,6;18,5;93,8;87;1,4;
2011-01-04;,6;0;30,4;26,2;22,2;20,1;91,5;88;2,2;
2011-01-05;1,3;4,7;1,8;29,8;23,7;20,9;84;66;2,7;
2011-01-06;2,7;3,7;25,7;29,2;23,3;19,9;79,5;66;2,5;
2011-01-07;2,3;0;0;27,7;22,6;19,8;82;63;2,5;
2011-01-08;2;1,9;5,8;29,1;23,3;20,4;88,8;79;2,1;
2011-01-09;2,5;9,5;27,6;30,6;24,7;20;68;52;2,2;
2011-01-10;3,2;3,5;0;29,8;24,5;22,2;78;52;3,3;
2011-01-11;2,7;4,8;66,6;28,7;22,9;19,5;84,3;65;3,3;
2011-01-12;2,5;6;60,3;28,3;23,7;19,7;79,3;63;3,3;
2011-01-13;3,3;1,2;9,4;26,8;22,4;20,3;87,3;78;2,5;
2011-01-14;2;1,9;2,1;27,7;22,7;20,2;89,5;86;2,1;
2011-01-15;1,3;7,8;30,6;29,1;23,7;20,3;73,5;58;2,5;
2011-01-16;3,4;7,9;0;30,8;23,9;20,5;76,8;54;2;
2011-01-17;3,6;2,6;1,4;26,9;23,3;20,7;79,3;73;3,2;
2011-01-18;2,8;5,9;5,6;30,7;23,8;20,3;79,8;59;1,4;
2011-01-19;2,9;5,5;5;30,4;24,6;20,7;71,3;53;3,2;
2011-01-20;4,2;,9;6,5;28,1;23,6;20,1;86,3;76;1,1;
2011-01-21;1,8;4;5,6;30,7;24,6;20,7;78,8;63;2,5;
2011-01-22;2,7;5,3;0;31,8;24,9;20,9;72,8;46;2,6;
2011-01-23;3,4;7,8;0;32,3;23;18,7;78,8;49;1,7;
2011-01-24;2,3;7,5;88,6;31,7;23,9;18,2;73,8;48;2,2;
2011-01-25;3,2;7,9;0;32,3;24,6;19,5;80;67;3,1;
2011-01-26;2,7;7,8;26,8;31,8;24,3;19,6;78,3;46;3,3;
2011-01-27;3;11,5;0;32,5;26,6;21,3;55,3;39;2,8;
2011-01-28;6,9;9,8;0;33,5;27,6;22,3;51,5;40;2,3;
2011-01-29;5,9;6,6;0;33,7;26,9;23,6;64,5;48;1,4;
2011-01-30;4,7;7;0;33,8;26,4;22,4;69,8;56;2,4;
2011-01-31;3,6;4,6;0;30,8;25,7;22,5;70,8;69;2,2;
2011-02-01;4,9;1,8;1,8;27,7;24,5;21,1;66;59;3,1;
2011-02-02;4,6;3;0;30;24;20,6;85,3;67;2,5;
2011-02-03;2,1;0;15,2;25,2;22,4;20,5;86,5;86;1,3;
2011-02-04;1,4;,3;5,8;27,6;24,3;20,3;72;59;1,6;
2011-02-05;2,8;10,6;0;32,9;26,5;20,4;61;41;1,5;
2011-02-06;5,6;9,2;0;33,1;26,8;21,9;61;35;2,9;
2011-02-07;7;3,4;0;31,5;24,7;21,6;68,3;56;1,2;
2011-02-08;3,5;8,5;,7;33;26,5;21;62;44;2,7;
2011-02-09;6;11,3;0;32,8;27,2;22,1;56;38;2,6;
2011-02-10;6;7;0;32;27,4;24,3;60;43;2,3;
2011-02-11;7,5;3,9;0;31,6;24,4;21,1;65;47;2,4;
2011-02-12;4,6;7,7;0;32,2;25,1;19,7;63,8;49;2,1;
2011-02-13;6,4;7,2;0;31,8;26,6;22,2;54,8;42;1,9;
2011-02-14;6,6;2,6;0;30,7;23,8;21,7;76,5;51;1,6;
2011-02-15;2,9;0;14;27,2;22,7;20,5;82,5;62;3,4;
2011-02-16;1,5;3,6;3,8;29,8;22,5;19,1;89,3;80;2,5;
2011-02-17;1,8;7,4;37,5;28,8;22,7;18,7;74,3;59;2,4;
2011-02-18;2,7;5,7;0;30;22,9;19,1;74,5;43;2,7;
2011-02-19;3,4;6,2;0;30,8;25;20,6;66;45;2,1;
2011-02-20;3,8;6,5;0;31,7;22,6;17;76;43;1,4;
2011-02-21;5,7;7;44,2;31,7;23;16,8;87,8;74;3,6;
2011-02-22;2,1;8,7;55,8;31,5;25;17,3;66,5;49;2,5;
2011-02-23;5,6;5,9;3,4;30,7;23,9;20,5;75,8;53;2,7;
2011-02-24;3,7;6,3;0;31,3;24,5;20,6;76,3;61;3,4;
2011-02-25;2,5;8,1;19,8;30,3;24,3;20,8;71,5;50;3,9;
2011-02-26;4,5;6;0;30,7;24,6;21,2;73,5;62;3,1;
2011-02-27;3,3;4;0;31,3;23,4;19,9;92;80;1,8;
2011-02-28;1,5;0;109,5;24,6;20,6;18,5;95,8;91;1;
2011-03-01;,6;0;71,8;22,8;20,3;18,3;91,5;87;3;
2011-03-02;1,1;0;15;21,4;18,8;17,3;93,5;90;2,5;
2011-03-03;,7;0;32;20,9;18,2;16,3;91,8;86;1,9;
2011-03-04;,8;0;2,6;22,3;19,3;16,8;91,5;83;2,8;
2011-03-05;,8;0;19,4;22;18,8;17,5;87,8;86;3,8;
2011-03-06;1,4;,4;7,4;24,5;20,2;16,7;81,3;80;4;
2011-03-07;2,2;0;2,8;21,9;19,1;17;87,3;82;2,6;
2011-03-08;1,9;0;0;null;null;null;null;82;1,6;
2011-03-09;1,7;6,2;5,6;27,5;21,8;17,6;80,5;70;3,8;
2011-03-10;2;5,6;0;29,3;22,8;18,2;77,8;68;4,2;
2011-03-11;3,1;7;0;30,1;23,8;20,5;71,8;50;4,4;
2011-03-12;3,8;,1;,2;23,7;21,9;20,6;86,8;80;,8;
2011-03-13;1,3;1,6;1,2;27,4;23,2;20,7;81,3;66;,4;
2011-03-14;1,4;2;0;29,1;23,1;20,4;76,8;56;2,7;
2011-03-15;3,5;,3;0;24,4;20,8;19,4;86;73;3,2;
2011-03-16;2,6;0;0;21,4;19,2;17,9;81,8;76;3,1;
2011-03-17;1,6;1;0;25,7;21,3;18,1;81,5;69;3,5;
2011-03-18;2,3;3,2;0;28,7;23,5;19,4;78;61;2,2;
2011-03-19;2;0;3,2;23;20,2;18,5;88,3;85;3,5;
2011-03-20;1,2;0;2;21,2;19,4;17,9;84,5;79;4,1;
2011-03-21;1,6;1,8;,2;24,7;20,4;18,5;81,3;69;4;
2011-03-22;2,2;3,6;0;26,9;21,7;17,7;71,5;55;3,5;
2011-03-23;2,4;,2;0;27,1;22,7;19,2;71,5;63;2,4;
2011-03-24;3,2;4;0;29,8;23,8;19,8;74,3;56;1,5;
2011-03-25;4,2;8;0;31,1;24,6;20,7;69,3;45;2,2;
2011-03-26;4;7;0;31,5;25,5;20,2;67,8;48;1,8;
2011-03-27;5;6,2;0;31,5;26;21,9;69;61;2,2;
2011-03-28;4;4,5;0;30,5;25,6;21,4;72;61;2;
2011-03-29;4,5;3,4;0;27,6;22,9;20,7;79,5;67;2,7;
2011-03-30;5;,3;0;23,4;20,5;18,9;84,5;80;3,2;
2011-03-31;1,9;1;,6;26,3;21,4;18,7;78,3;64;3,7;
2011-04-01;3,1;7,7;0;28,8;22,3;18,8;74,8;49;3,2;
2011-04-02;3,3;5,9;0;29,8;22,5;19,1;79,5;49;2,2;
2011-04-03;3;0;34,4;25,2;20,3;18,6;92,3;90;1,1;
2011-04-04;,6;,9;13,4;24,6;20,7;18,1;86,5;77;1,3;
2011-04-05;1,5;5,5;,8;27,4;21,6;18,7;81,3;70;1,6;
2011-04-06;2,5;7,5;1,4;27,5;20,6;16,4;72,3;43;1,8;
2011-04-07;3,3;7,2;0;25,7;20,5;17,5;74,8;55;3,2;
2011-04-08;4;6,9;0;27,7;21,5;18,2;75;69;3,1;
2011-04-09;2,8;6,1;0;26,7;19,8;16,6;75;56;2,4;
2011-04-10;4,2;4,3;0;23,7;null;16,9;91;82;2,2;
2011-04-11;,8;9,5;20,4;28,3;22,2;15,2;71;48;1,5;
2011-04-12;3,3;7;1;29,7;21,7;18,5;79,3;53;,9;
2011-04-13;3,9;2,4;31,8;25,7;21,5;17,9;70,8;67;1,6;
2011-04-14;3,4;10,2;0;31,6;24,3;17,6;66,8;46;1,3;
2011-04-15;3,6;7,9;0;30,5;23,7;19,7;73;41;1,9;
2011-04-16;4,2;8,3;0;30,7;24,6;21,1;73,3;48;2;
2011-04-17;4,1;8,2;0;29;23,7;20,5;71,3;50;2,6;
2011-04-18;3,2;8,7;0;30,4;23,8;20;72,5;48;2,1;
2011-04-19;4,4;5,5;0;26,5;22,3;20,3;76,8;62;3,4;
2011-04-20;3,6;7,6;0;28,3;22,7;19,6;75,8;53;3,3;
2011-04-21;3,2;10;0;29,9;23,7;18;66;47;1,6;
2011-04-22;5,1;10;0;30,8;25,4;19,8;56,8;41;2,5;
2011-04-23;5,2;8,4;0;30;25,2;19,9;58,3;49;1,3;
2011-04-24;4,5;0;0;26,8;null;18,2;86;61;3,5;
2011-04-25;2,5;3,9;0;26,7;20,7;18,9;80,8;67;3,4;
2011-04-26;3,3;0;,4;20,7;17,9;16,6;78,3;72;3,7;
2011-04-27;2,2;1,2;0;21,2;17,6;14,7;76,5;69;4,5;
2011-04-28;3;0;4,4;19,6;16,4;13,5;89,3;81;1,2;
2011-04-29;,9;6,7;25;26,7;19,9;15,4;81,5;59;1,8;
2011-04-30;3;9,2;0;27,2;null;17,4;60;35;2,9;
2011-05-01;5,5;3,9;0;26;20,2;16,5;80;60;2,5;
2011-05-02;2,6;,7;18,6;21,1;18,9;16,3;87,3;83;2,3;
2011-05-03;1,6;8,1;1,4;21,2;16,3;14,1;71;53;3;
2011-05-04;2,7;9,2;0;24,8;18;12,7;77;49;1,9;
2011-05-05;2,7;9,4;0;26,8;20,8;15,8;57,3;38;2;
2011-05-06;5,2;9,2;0;27,5;21,7;16,5;58,3;47;1,8;
2011-05-07;4,5;4,4;0;24;19;16;76,8;57;2,5;
2011-05-08;2,2;8,5;0;27,2;20,8;15,2;67;42;1,9;
2011-05-09;4;2;0;23,4;18,6;16,7;83,8;74;3,1;
2011-05-10;1,8;3,5;0;24,9;19,7;16,4;79,5;64;3,6;
2011-05-11;2;6,8;0;26,8;20,9;17,3;78;56;1,5;
2011-05-12;2,9;4;0;25,2;20,5;17,8;76;60;2,9;
2011-05-13;2,4;,3;0;20,9;17,9;16,5;86,3;81;3,6;
2011-05-14;1,6;2,6;0;21,3;16,8;15,2;79;70;2,5;
2011-05-15;2,8;3,9;0;24,7;16,9;13,4;84,3;62;2,4;
2011-05-16;1,6;4,7;7,2;20,2;15,3;12,5;83,8;69;3,5;
2011-05-17;1;,3;1,6;17,7;14,1;12,4;82,5;69;3,3;
2011-05-18;3;3,6;0;19,8;14,9;12,4;77,3;65;3,6;
2011-05-19;2,2;5,6;0;22,1;16,2;13,3;75,3;48;2,8;
2011-05-20;2,1;5,2;0;21,7;16,3;13,3;78,8;58;3,1;
2011-05-21;2,2;7,7;0;22,7;17;13,4;77;51;3,4;
2011-05-22;2,5;9,2;0;24,8;18,1;13,8;60,5;39;2,3;
2011-05-23;3,5;9,2;0;25,2;18,3;12;56,3;35;1,8;
2011-05-24;5;8;0;24,2;18,8;14,2;72;52;3;
2011-05-25;2,5;8,4;0;26,1;19,2;13,8;65;45;3;
2011-05-26;4;1,1;0;24,7;19,2;14,8;73,3;52;1,5;
2011-05-27;3;,3;0;19,6;16,6;15,2;80;71;2,9;
2011-05-28;1,7;1,2;1,6;17,3;14,2;13;82;76;2,9;
2011-05-29;1,9;9,2;0;18,2;13,2;9,6;66,8;51;2;
2011-05-30;2,8;5,6;0;19,7;14;10;78,3;63;2,3;
2011-05-31;2,1;6,1;0;22,9;15,9;12,7;80,3;63;1,9;
2011-06-01;1,8;7,4;0;22,7;15;10,7;76;42;1,8;
2011-06-02;2,2;4,8;0;22,6;15,6;11;83;62;2,3;
2011-06-03;1,5;1,6;0;23,2;17,3;12,2;68;49;2;
2011-06-04;3,1;7,1;0;20,5;14,6;11,9;71,3;57;3,5;
2011-06-05;3,1;6,4;0;16,7;12;9,7;72,8;50;3;
2011-06-06;2,3;8,8;0;23,7;15,6;9,2;65,8;51;2;
2011-06-07;3,1;4,9;0;25,9;16;10,5;71;55;4,6;
2011-06-08;5,2;8,9;36,6;19;14,2;11,1;65,3;52;2,5;
2011-06-09;3,8;0;0;15,8;12,8;10,5;91;68;2,2;
2011-06-10;,4;1,9;23,2;18,5;14,1;11,4;82,3;71;1,5;
2011-06-11;2;7,1;0;18,4;12,5;8,7;79,3;49;2,3;
2011-06-12;2;7,3;0;22,2;15,2;9,6;77,8;55;2,3;
2011-06-13;1,9;7,4;0;24,8;16,5;10,3;71,3;44;1,5;
2011-06-14;3,4;4,5;0;19,3;15;11,7;77,8;64;3;
2011-06-15;2,4;7;0;20,1;15,2;12;76,3;55;3,2;
2011-06-16;2,5;7,4;0;22,5;15,9;12,2;70,8;50;2,5;
2011-06-17;2,6;8,8;0;23,6;17,2;10,7;58,3;47;2,1;
2011-06-18;5,1;8,7;0;25;18,6;12,1;63;48;,9;
2011-06-19;3,6;8,5;0;26;18,7;13,1;42,8;46;2,3;
2011-06-20;3,2;8,9;0;26,7;19,2;13,6;61,8;25;2;
2011-06-21;5;7,4;0;27;20,4;15,2;59,8;42;1,5;
2011-06-22;4,7;1,4;0;21,9;17,7;15,1;82;64;2;
2011-06-23;2,5;8;0;25,5;19,2;15,5;77,3;54;1,6;
2011-06-24;2,4;6,7;0;26,5;18,2;13,7;77,5;44;1,3;
2011-06-25;2,5;6;0;25,1;18,7;14,9;77,3;55;2,4;
2011-06-26;1,9;1,1;0;22,7;18,3;15,3;84,8;79;1,6;
2011-06-27;1,7;3;19,6;19,5;12,8;10,5;77,5;72;2,5;
2011-06-28;2,5;8,9;2,2;18,1;11;6,1;60,3;37;1,4;
2011-06-29;3;6,6;0;22,5;14,7;7,2;75,5;53;1,7;
2011-06-30;1,5;4,8;0;22,7;16,6;9,4;83;66;2,2;
2011-07-01;2;4,4;0;26,8;18,2;13,1;80,8;55;2,9;
2011-07-02;2;1,1;0;22,4;18,5;15;72,5;53;1,9;
2011-07-03;2,2;0;0;20,5;16,1;13,9;83;75;2;
2011-07-04;1,5;0;0;15,6;10,7;8,8;78,8;53;2,6;
2011-07-05;1,4;1,4;0;19,5;14;8,9;77,3;61;1,9;
2011-07-06;1,9;,3;0;18,6;14,3;10,5;80,3;67;1,8;
2011-07-07;1,8;,1;0;15,7;12,7;11,6;86,5;76;2;
2011-07-08;,9;8,3;0;18,1;11,7;7,9;73,8;51;2,4;
2011-07-09;2,2;0;0;21,3;14,1;8,5;70,3;52;2,7;
2011-07-10;2,3;8,9;0;26,7;16,7;9,2;70,3;40;2,4;
2011-07-11;3;8,8;0;28,1;18,5;11,1;71,5;40;1;
2011-07-12;3,1;5,2;0;27,3;20;14,8;61;41;,8;
2011-07-13;3,8;7,8;0;27,8;20,2;14,1;62,8;39;,3;
2011-07-14;3,5;7,1;0;26,9;20,4;15,4;64,3;47;1,1;
2011-07-15;3,4;9;0;27,5;20,3;14,7;54,3;35;1,9;
2011-07-16;5,2;9,1;0;27,4;20,6;13,4;44,8;31;2,2;
2011-07-17;7;7,7;0;27,7;18,5;14,2;69,3;36;1,3;
2011-07-18;3,6;3,7;0;25,5;18,9;15,2;75,5;51;1,9;
2011-07-19;2,5;6,8;0;26,1;18,6;15,3;78,3;49;1;
2011-07-20;2,2;7,8;0;29,3;21,1;15,1;72,5;45;2,3;
2011-07-21;3,6;8,7;0;27,3;20,2;15,2;61;40;2,5;
2011-07-22;4,9;,6;,5;21;16,9;14,3;84,8;72;2,2;
2011-07-23;2,9;,1;0;18,1;15;12,6;81;76;4,1;
2011-07-24;2,1;4,8;0;19,8;16;12,2;73,8;68;4,4;
2011-07-25;2,8;5,2;0;22,1;16,7;12,8;68,8;53;3,5;
2011-07-26;3,6;9,3;0;25,6;18,7;12,5;59,8;41;3;
2011-07-27;3,5;7,8;0;25,2;17,7;13,4;73,3;49;1,7;
2011-07-28;2,9;9,1;0;26,1;19,4;13,2;54;36;2,8;
2011-07-29;5,6;8,9;0;27,7;21,2;15,5;50,3;33;2,4;
2011-07-30;5,6;,8;0;22,9;18,7;17,2;80,8;50;2,2;
2011-07-31;2,1;0;4;20,6;17,5;16,2;85,5;75;2,8;
2011-08-01;1,4;0;0;20,4;17;15,2;87;84;2,8;
2011-08-02;1,4;6,6;,6;22,4;17,6;15,2;77,3;68;4,7;
2011-08-03;4,5;5,2;0;19,6;13,1;10,2;64;32;3,1;
2011-08-04;5,9;9,5;0;17,5;10,9;6;54;35;2,1;
2011-08-05;4,3;9,3;0;20,1;13;6,4;67;45;2,1;
2011-08-06;5,9;6,6;0;29,8;19,3;8,6;58,3;37;1,6;
2011-08-07;2;9,3;0;31,3;22,8;14,9;55,8;31;1,9;
2011-08-08;4,6;5,7;0;30,5;20,3;14,9;72,5;43;1,9;
2011-08-09;4,7;2;0;23,9;19;16,2;85,8;84;2,2;
2011-08-10;2,2;,7;2,3;19,1;15,9;14,4;86,8;79;3;
2011-08-11;1,5;7,4;0;24;17,4;13,5;78;64;3,5;
2011-08-12;2,9;9;0;28,2;20,1;13,7;57,3;36;2,1;
2011-08-13;5,3;9,8;0;30,5;22,2;16,1;47,8;26;1,1;
2011-08-14;8;0;0;24,1;18,3;16,2;84,8;45;2,4;
2011-08-15;1,9;8,7;0;26,6;19,5;16;77;51;3;
2011-08-16;3,2;9,7;0;30,3;21,8;14,7;39,8;22;2,6;
2011-08-17;11,3;9,8;0;30,8;23,3;19,2;38,3;24;2,3;
2011-08-18;7,6;6,9;0;27,1;18,6;15,2;73;49;3,2;
2011-08-19;3;2,2;0;29,8;20,5;14,5;58,5;25;2,5;
2011-08-20;5,1;0;4,6;21;15,8;12,6;91,5;64;2,7;
2011-08-21;,9;0;10;13,4;11;9,6;88,3;87;4,8;
2011-08-22;1;0;,1;14,1;12,4;10;90;89;2,7;
2011-08-23;,7;,1;0;19,9;16;11,3;88,8;86;1,3;
2011-08-24;1,3;2,2;1,1;22,9;16,8;13,8;84,3;70;2,7;
2011-08-25;2,5;5,6;0;28,2;21,2;15,3;64;46;2,6;
2011-08-26;3,1;,9;2,6;23,4;18,3;15,9;86,5;62;2,5;
2011-08-27;1,9;7,9;0;27,1;19,7;15,4;71,5;41;2,6;
2011-08-28;3,3;10,1;0;31,2;22,9;14,9;49,8;29;2,4;
2011-08-29;5,8;10,3;0;32,6;25,3;17,8;42;26;2,3;
2011-08-30;10,8;8,6;0;32,7;22,4;17,3;66,5;34;3,2;
2011-08-31;5,2;0;25;20,7;14,8;11,5;81,3;80;3,1;
2011-09-01;2;10,3;6,2;18,3;12,6;9,1;67;55;3,4;
2011-09-02;3,7;8,8;0;18,3;12,1;8,5;67,3;56;4,2;
2011-09-03;3,8;10,3;0;23,3;14,5;8,7;66;33;3,4;
2011-09-04;3,5;10,3;0;31,1;20;9,8;51,5;27;1,9;
2011-09-05;6;10,5;0;31,7;23;13,4;33,3;15;2,4;
2011-09-06;10,7;8;0;25,1;18,3;14,7;75,8;36;3,8;
2011-09-07;3,4;6,6;0;25,3;19,2;15,7;70,5;62;3,6;
2011-09-08;2,9;5,9;0;31,5;20,4;14,5;61;19;2;
2011-09-09;7,6;7,1;0;30,7;21,9;14,5;47,8;28;4,3;
2011-09-10;8,4;2,8;0;24,7;17,8;15,7;79,5;46;2;
2011-09-11;2,3;1,5;0;23,9;17,9;15,2;70,3;49;1,9;
2011-09-12;3,7;3,4;0;21,7;16,5;14;80;70;3,7;
2011-09-13;4,4;8,5;0;30,8;18,7;14,7;67,5;34;2,8;
2011-09-14;4,1;0;0;17,5;15,7;14,5;86,8;75;3,5;
2011-09-15;2,5;2,4;0;22,8;17,4;14,3;78;63;4,3;
2011-09-16;3;3,1;0;23,1;17,7;15,7;82,5;78;4,3;
2011-09-17;3,4;9,6;0;24,2;17,5;14;68,3;47;3,2;
2011-09-18;4,1;9,1;0;26,4;17,6;12,7;67;38;2,4;
2011-09-19;4,3;10;0;28,3;19,3;12,8;62,5;34;2,6;
2011-09-20;5,4;10,2;0;29,7;21,6;14,3;51;28;2;
2011-09-21;6,3;2;0;23,6;18;15,6;79,3;59;2,6;
2011-09-22;3;7,6;0;26,8;18,6;14,9;79,8;59;2,8;
2011-09-23;3;6,7;0;33,3;21,1;15,4;65,8;26;3,8;
2011-09-24;4,6;,6;1,2;20,4;16,5;13,9;75,5;70;4;
2011-09-25;2,7;4,3;0;19,6;15,2;11,9;73;68;5,4;
2011-09-26;3,1;10,1;0;25,3;16,1;11,2;71,5;46;3,9;
2011-09-27;3,5;8,5;0;26,3;17,2;11,7;72,3;45;2,6;
2011-09-28;4,2;8,8;0;24,9;18,1;14;74,5;63;3,2;
2011-09-29;3,5;10,2;0;32,1;22,1;14,8;57,8;26;2,2;
2011-09-30;6,2;10,9;0;33;24,3;16,6;33,8;18;2,3;
2011-10-01;10,3;9,9;0;34,1;23,1;18,1;57;24;3,4;
2011-10-02;8,7;1,5;0;27,5;20,3;17;78,5;61;1,6;
2011-10-03;3,5;6,2;12,4;24,9;19,4;16,8;73;61;3,4;
2011-10-04;3,4;4,9;0;23,1;17,6;15,3;76,8;69;4,6;
2011-10-05;3,5;8,7;0;31,3;20,9;15,1;69,5;41;3;
2011-10-06;4,9;7,5;0;29,8;23,2;18,9;60;52;4;
2011-10-07;5,2;10,6;0;30,8;21,9;17,1;65;49;4,1;
2011-10-08;4,5;6,6;0;30,7;22,3;16,4;66,3;37;2,5;
2011-10-09;4,5;0;9,8;24,5;21;18,7;81;64;1,8;
2011-10-10;2;7,8;4,1;28,7;23,1;17,8;68,5;52;3,3;
2011-10-11;5;,7;1;25,9;21;19,1;80,5;70;1,7;
2011-10-12;2,5;4,8;0;26,5;21;18,2;77;66;3,7;
2011-10-13;2,8;0;2,6;24,1;21,4;18,5;88;81;1,2;
2011-10-14;2,2;0;12,7;23,7;21;20,1;87,8;87;2,5;
2011-10-15;1,5;0;5;21,3;17,6;15,7;95,8;87;2,7;
2011-10-16;1,5;0;28,3;18,2;16,9;16,2;96,3;95;2;
2011-10-17;,5;0;36,8;18,6;16,1;14,7;90;86;3;
2011-10-18;1,7;10,4;,6;21,5;16,6;13,2;66,3;56;5;
2011-10-19;3,9;9;0;22,8;16,7;11,9;66,3;53;4,9;
2011-10-20;4,5;3,5;0;20,3;16,4;13,8;73;62;4,1;
2011-10-21;4;11,7;0;23,5;16,6;11,7;64,8;48;4,1;
2011-10-22;4,4;7,5;0;26,5;19,7;13,6;59,8;42;2,7;
2011-10-23;4,6;7,4;0;27,7;20,2;14,5;65;47;2,6;
2011-10-24;4,5;9,7;0;29,8;22;14,5;67,8;45;1,8;
2011-10-25;4,5;7,8;2,4;30,3;22,3;18,2;72,5;42;3,6;
2011-10-26;5,5;null;8,8;27,6;22,2;18;70,3;54;4,6;
2011-10-27;5;10,9;0;31,7;25,1;19,2;51,8;37;3,2;
2011-10-28;10;10,1;0;31,1;25;21;54;32;3,4;
2011-10-29;8;8,4;0;33,1;22,9;18,9;66;30;3,7;
2011-10-30;6;,9;12,4;26,7;18,7;14,7;82,8;68;3,6;
2011-10-31;3;0;12,7;17,9;14,3;12,5;84;72;4;
2011-11-01;2,5;9,8;0;20,3;15,1;12,1;62,5;45;5,1;
2011-11-02;4,8;7,6;0;20,3;15,1;10,8;64;51;4,7;
2011-11-03;4,5;7,9;0;22,3;15,8;12,3;68,5;62;3,5;
2011-11-04;4;9,4;0;26,1;18;13,3;69;51;3,7;
2011-11-05;3,5;9,6;0;30,7;19,6;12,8;65;30;2,7;
2011-11-06;4,6;3;0;28;20,3;15,5;72,3;53;2,6;
